Title,Date
"Pokémon Serien XY: XY: Den ville jakten i Rhyhorn-løpet!","29.07.2016"
"Pokémon Serien XY: XY: Kamp på tynn is!","29.07.2016"
"Pokémon Serien XY: XY: En forblåst Santalune Gym-kamp!","29.07.2016"
"Pokémon Serien XY: XY: Et sjokkerende frekt vennskap!","29.07.2016"
"Pokémon Serien XY: XY: En luftmobil kamp!","29.07.2016"
"Pokémon Serien XY: XY: Jakten i Lumiose City!","29.07.2016"
"Prison Break: Sesong 2: John Doe","28.07.2016"
"Prison Break: Sesong 2: The Killing Box","27.07.2016"
"Top Gear: Sesong 20: Episode 4","27.07.2016"
"Pokémon Serien XY: XY: Kalos, hvor drømmer og eventyr begynner!","27.07.2016"
"Prison Break: Sesong 2: Disconnect","27.07.2016"
"Prison Break: Sesong 2: Bolshoi Booze","26.07.2016"
"Prison Break: Sesong 2: Rendezvous","26.07.2016"
"Pokémon: Sesong 1: Oppgjør i Pewter by","25.07.2016"
"Pokémon: Sesong 1: En samurai utfordrer til kamp","25.07.2016"
"Pokémon: Sesong 1: Ash fanger en Pokémon","25.07.2016"
"Prison Break: Sesong 2: Unearthed","25.07.2016"
"Prison Break: Sesong 2: Dead Fall","25.07.2016"
"Jobs","24.07.2016"
"Pokémon: Sesong 1: Pokémon-alarm!","24.07.2016"
"Pokémon: Sesong 1: Pokémon – jeg velger deg!","24.07.2016"
"Aloha","23.07.2016"
"Fittest on Earth: The Story of the 2015 Reebok CrossFit Games","22.07.2016"
"Magic Mike XXL","07.07.2016"
"Super Size Me","14.03.2016"
"Big Momma's House","09.12.2015"
"Back in Time","03.11.2015"
"SvampeBob Firkant - Filmen","02.11.2015"
"Legofilmen","20.10.2015"
"Where the Trail Ends","25.09.2014"
"Cake Boss: Sesong 1: A Fire, a Fashionista & Family","30.08.2014"
"Cake Boss: Sesong 1: A Bride, A Boat & Bamboozled!","30.08.2014"
"A.N.T. Farm: Sesong 1: StudANT Council","16.08.2014"
"A.N.T. Farm: Sesong 1: SciANTs Fair","16.08.2014"
"Kickin' It: Sesong 1: Danser med dukke","17.04.2014"
"Kickin' It: Sesong 1: Sumo i dojoen","17.04.2014"
"Kickin' It: Sesong 1: Wasabi-krigerne","17.04.2014"
"Kurt Blir Grusom","16.04.2014"
"LEGO: Marvel Super Heroes: Maximum Overload","16.04.2014"
"Croods","16.04.2014"
"Big Top Scooby Doo!","28.02.2014"
"Austin & Ally: Sesong 1: Album og opptaksprøver","28.02.2014"
"Austin & Ally: Sesong 1: Rockestjerner og låtskrivere","28.02.2014"
"DreamWorks Happy Holidays from Madagascar: Gledelig høytid fra Madagaskar: Play All Three: Madagascar Short Stories","28.02.2014"
"A.N.T. Farm: Sesong 1: ParticipANTs","28.02.2014"
"A.N.T. Farm: Sesong 1: TransplANTed","28.02.2014"
"Step Up 3D","15.02.2014"
"Turbo FAST: Sesong 1: Sinnsykt fort","13.02.2014"
"Madagaskar 2","13.02.2014"
"The Blue Planet: A Natural History of the Oceans: Sesong 1: Ocean World","13.02.2014"
"Bernard: Sesong 1: Sesong 1: Episode 1","13.02.2014"
"DreamWorks' Korte Historier: DreamWorks Short Stories: Play All Six: Spooky Stories: Volume 2","12.02.2014"
"Cake Boss: Sesong 4: Touchdown og tatoveringer","12.02.2014"
"Cake Boss: Sesong 4: Kakeblokk, cruise og en seremoni for Carlo","12.02.2014"
"Cake Boss: Sesong 4: Kirkekake, karat og poolparty for familien Castano","12.02.2014"
"Cake Boss: Sesong 4: Rekvisitter, pai og tid for fest!","12.02.2014"
"Cake Boss: Sesong 4: Såpe, ultralyd og overraskelse!","12.02.2014"
"Cake Boss: Sesong 4: Kister, kostymer og kake på båre","11.02.2014"
"Cake Boss: Sesong 4: Spøkelser og spumoni","11.02.2014"
"Cake Boss: Sesong 4: Sjokoladeracerbiler og velge kjole","10.02.2014"
"Cake Boss: Sesong 4: Bier, forsiktighet og forretninger","10.02.2014"
"Cake Boss: Sesong 4: En morsom Regis og 50 bryllup","10.02.2014"
"Cake Boss: Sesong 4: Transporttrøbbel og to bruder","10.02.2014"
"Cake Boss: Sesong 4: Messe, mot Syracuse og et spesielt jubileum","10.02.2014"
"Cake Boss: Sesong 4: Paleontologi og frieri","10.02.2014"
"Cake Boss: Sesong 4: Lysekronekake og dåp","10.02.2014"
"Cake Boss: Sesong 4: Premieku, karamellkjeks og en forutanelse","09.02.2014"
"Cake Boss: Sesong 4: Leirbål, datamaskiner og bekymringer","09.02.2014"
"Cake Boss: Sesong 4: Cheeseburgere, kurer og en utfordring","09.02.2014"
"Cake Boss: Sesong 4: Flyttekake, klinkekuler og tabber","09.02.2014"
"Cake Boss: Sesong 4: Insekter, samlivsbrudd og utbrenthet","09.02.2014"
"Cake Boss: Sesong 4: Konkurranse, komplikasjoner og nattverd","09.02.2014"
"Cake Boss: Sesong 4: Bumblebee og en sjefete Grace","09.02.2014"
"Oskars oase: Sesong 1: Uhell på tur / Eggeløp / På jakt etter vann / Babydukke","09.02.2014"
"Cake Boss: Sesong 4: Hodetelefoner, helikoptre og håndjern","09.02.2014"
"Cake Boss: Sesong 4: Kake til 4000 gjester","06.02.2014"
"Cake Boss: Sesong 4: Romferge, uenighet og overraskelse!","06.02.2014"
"Cake Boss: Sesong 4: Andre bryllupsdag og St Patty's","06.02.2014"
"Cake Boss: Sesong 4: Tulipaner og regnskapsfører","06.02.2014"
"Cake Boss: Sesong 4: Designer og diagnose","04.02.2014"
"Cake Boss: Sesong 4: Slag og søtsaker","04.02.2014"
"Cake Boss: Sesong 4: Staten Island Chuck","01.02.2014"
"Cake Boss: Sesong 4: Pucker og bakverk","01.02.2014"
"Cake Boss: Sesong 4: Eventyrkake","01.02.2014"
"Cake Boss: Sesong 4: Varmluftsballong-kake","01.02.2014"
"Cake Boss: Sesong 4: Toaletter og tekstiler","01.02.2014"
"Cake Boss: Sesong 4: Haikake, scootere og stinkende fisk","01.02.2014"
"Cake Boss: Sesong 4: Sirkus, kjendiskokker og overraskelser!","01.02.2014"
"Cake Boss: Sesong 3: Julenissen, soloppgang og snømannmuffins","01.02.2014"
"Cake Boss: Sesong 3: Sprø sjokoladekake og Carlos hundreårsjubileum","27.01.2014"
"Cake Boss: Sesong 3: Sekstenårsdag, stjerner og en sabel","27.01.2014"
"Cake Boss: Sesong 3: Snooki, supre Anthony og et skip","27.01.2014"
"Cake Boss: Sesong 3: Rør, en føniks og et ødelagt kjøkken","25.01.2014"
"Cake Boss: Sesong 3: Sandaler, brødskiver og hyller","25.01.2014"
"Cake Boss: Sesong 3: Cassata, ostekake og kasser med vin","25.01.2014"
"Cake Boss: Sesong 3: Fresker, fontener og familieønsker","25.01.2014"
"Cake Boss: Sesong 3: Familie, fisk og slektshistorie","23.01.2014"
"The Fairly OddParents: Sesong 1: Det store problemet / Strømtrøbbel","23.01.2014"
"Cake Boss: Sesong 3: Jordbær, Sinatra og ødelagte komfyrer","22.01.2014"
"Cake Boss: Sesong 3: Hjelmkake, kjernesunne Mauro og enorme sko","22.01.2014"
"Cake Boss: Sesong 3: Fe og frisører","22.01.2014"
"Cake Boss: Sesong 3: Bynøkkelen og det glade 80-tall","22.01.2014"
"Cake Boss: Sesong 3: Krig, kamuflasje og Cupcake-dagen","22.01.2014"
"LEGO Batman: The Movie","21.01.2014"
"Cake Boss: Sesong 3: To meter smørbrød, zeppole og en syk Mauro","20.01.2014"
"Cake Boss: Sesong 3: Symboler, stasjonsvogn og stolte foreldre","20.01.2014"
"Cake Boss: Sesong 3: Magasiner, en megaskjerm og Maurizio","20.01.2014"
"Cake Boss: Sesong 3: Ridderturnering og rålekker tiramisu","19.01.2014"
"Cake Boss: Sesong 3: Roser, romanse og en romeo","19.01.2014"
"Cake Boss: Sesong 3: Peppermynte og isbading","19.01.2014"
"Småspioner 2 - Operasjon drømmeøya","17.01.2014"
"Cake Boss: Sesong 3: Guvernør, kjempe-Lisa og farvel Mama","16.01.2014"
"Cake Boss: Sesong 2: Slott, italiensk dessert og tegnefilmfigurer","16.01.2014"
"Cake Boss: Sesong 2: Biler, kollaps og mote","16.01.2014"
"Cake Boss: Sesong 2: Sjimpanser, kino og smuldrepai","16.01.2014"
"Cake Boss: Sesong 2: Størrelser, søvn og Sesam stasjon","16.01.2014"
"Cake Boss: Sesong 2: Epler, argumenter og dyrebilder","16.01.2014"
"Cake Boss: Sesong 2: Rødmende bruder og travle bakere","15.01.2014"
"Cake Boss: Sesong 2: Fargerike figurer og julekostymer","15.01.2014"
"Cake Boss: Sesong 2: Motorsykler, Manhattan-beboere og dårlig oppførsel","15.01.2014"
"Cake Boss: Sesong 2: Galninger, fastfood og en redd Frankie","15.01.2014"
"Cake Boss: Sesong 2: Golf Green og tyngdekraft","15.01.2014"
"Cake Boss: Sesong 2: Pizza, valper og svigerfar","15.01.2014"
"Cake Boss: Sesong 2: Barn, et bur og en utfordring","14.01.2014"
"Cake Boss: Sesong 2: Malere, biljard og rosa!","14.01.2014"
"Cake Boss: Sesong 2: Godteri, kontanter og krise","14.01.2014"
"Cake Boss: Sesong 2: Planter, narrestreker og et forslag","14.01.2014"
"Cake Boss: Sesong 1: Fireworks, Falling Fondant & Fathers","13.01.2014"
"Cake Boss: Sesong 1: Leaning, Lobsters & Lectures","13.01.2014"
"Cake Boss: Sesong 1: A Blindfold, A Bikini & Breathing Fire","13.01.2014"
"Cake Boss: Sesong 1: Chinese Culture & Cannolis","13.01.2014"
"Cake Boss: Sesong 1: Soldiers, Sand & Salads","13.01.2014"
"Cake Boss: Sesong 1: Museum, Mistakes & Mother Mary","13.01.2014"
"Cake Boss: Sesong 1: Doves, Ducks & Delicacies","13.01.2014"
"Cake Boss: Sesong 1: Undead, Unclothed & Unhappy Mama","13.01.2014"
"Cake Boss: Sesong 1: Bi-Plane, Bridezilla & Busting Buddy","13.01.2014"
"Cake Boss: Sesong 1: Weddings, Water & Whacked!","12.01.2014"
"Cake Boss: Sesong 1: Bunny, Birthday & Burnt Food","12.01.2014"
"Planet 51","12.01.2014"
"Som hund og katt","04.01.2014"
"Treasure Buddies - Valpene på skattejakt","03.01.2014"
"Horseland: Sesong 1: Døm ikke jenta etter limoen","03.01.2014"
"Kaos i Eventyrland","02.01.2014"
"Arthur og Maltazards hevn","02.01.2014"
"Arthur 3 og de to verdener","02.01.2014"
"Pusur","02.01.2014"
"Svampebob Firkant: Sesong 1: Boblesalg / Hull i buksa","02.01.2014"
"Beverly Hills Chihuahua 3: Viva La Fiesta!","02.01.2014"
